,METER_DATE,YEAR,MONTH,DAY,code_day_of_the_week,day_of_the_week,HOUR,MINUTE
153,2022-09-27 05:20:00,2022,9,27,1,Tuesday,5,20
154,2022-09-27 06:20:00,2022,9,27,1,Tuesday,6,20
155,2022-09-27 07:20:00,2022,9,27,1,Tuesday,7,20
156,2022-09-27 08:20:00,2022,9,27,1,Tuesday,8,20
157,2022-09-27 09:20:00,2022,9,27,1,Tuesday,9,20
158,2022-09-27 10:20:00,2022,9,27,1,Tuesday,10,20
159,2022-09-27 11:20:00,2022,9,27,1,Tuesday,11,20
160,2022-09-27 12:20:00,2022,9,27,1,Tuesday,12,20
161,2022-09-27 13:20:00,2022,9,27,1,Tuesday,13,20
162,2022-09-27 14:20:00,2022,9,27,1,Tuesday,14,20
163,2022-09-27 15:20:00,2022,9,27,1,Tuesday,15,20
164,2022-09-27 16:20:00,2022,9,27,1,Tuesday,16,20
165,2022-09-27 17:20:00,2022,9,27,1,Tuesday,17,20
166,2022-09-27 18:20:00,2022,9,27,1,Tuesday,18,20
167,2022-09-27 19:20:00,2022,9,27,1,Tuesday,19,20
168,2022-09-27 20:20:00,2022,9,27,1,Tuesday,20,20
169,2022-09-27 21:20:00,2022,9,27,1,Tuesday,21,20
170,2022-09-27 22:20:00,2022,9,27,1,Tuesday,22,20
171,2022-09-27 23:20:00,2022,9,27,1,Tuesday,23,20
172,2022-09-28 00:20:00,2022,9,28,2,Wednesday,0,20
173,2022-09-28 01:20:00,2022,9,28,2,Wednesday,1,20
174,2022-09-28 02:20:00,2022,9,28,2,Wednesday,2,20
175,2022-09-28 03:20:00,2022,9,28,2,Wednesday,3,20
176,2022-09-28 04:20:00,2022,9,28,2,Wednesday,4,20
177,2022-09-28 05:20:00,2022,9,28,2,Wednesday,5,20
178,2022-09-28 06:20:00,2022,9,28,2,Wednesday,6,20
179,2022-09-28 07:20:00,2022,9,28,2,Wednesday,7,20
180,2022-09-28 08:20:00,2022,9,28,2,Wednesday,8,20
181,2022-09-28 09:20:00,2022,9,28,2,Wednesday,9,20
182,2022-09-28 10:20:00,2022,9,28,2,Wednesday,10,20
183,2022-09-28 11:20:00,2022,9,28,2,Wednesday,11,20
184,2022-09-28 12:20:00,2022,9,28,2,Wednesday,12,20
185,2022-09-28 13:20:00,2022,9,28,2,Wednesday,13,20
186,2022-09-28 14:20:00,2022,9,28,2,Wednesday,14,20
187,2022-09-28 15:20:00,2022,9,28,2,Wednesday,15,20
188,2022-09-28 16:20:00,2022,9,28,2,Wednesday,16,20
189,2022-09-28 17:20:00,2022,9,28,2,Wednesday,17,20
190,2022-09-28 18:20:00,2022,9,28,2,Wednesday,18,20
191,2022-09-28 19:20:00,2022,9,28,2,Wednesday,19,20
192,2022-09-28 20:20:00,2022,9,28,2,Wednesday,20,20
193,2022-09-28 21:20:00,2022,9,28,2,Wednesday,21,20
194,2022-09-28 22:20:00,2022,9,28,2,Wednesday,22,20
195,2022-09-28 23:20:00,2022,9,28,2,Wednesday,23,20
196,2022-09-29 00:20:00,2022,9,29,3,Thursday,0,20
197,2022-09-29 01:20:00,2022,9,29,3,Thursday,1,20
198,2022-09-29 02:20:00,2022,9,29,3,Thursday,2,20
199,2022-09-29 03:20:00,2022,9,29,3,Thursday,3,20
200,2022-09-29 04:20:00,2022,9,29,3,Thursday,4,20
201,2022-09-29 05:20:00,2022,9,29,3,Thursday,5,20
202,2022-09-29 06:20:00,2022,9,29,3,Thursday,6,20
203,2022-09-29 07:20:00,2022,9,29,3,Thursday,7,20
204,2022-09-29 08:20:00,2022,9,29,3,Thursday,8,20
205,2022-09-29 09:20:00,2022,9,29,3,Thursday,9,20
206,2022-09-29 10:20:00,2022,9,29,3,Thursday,10,20
207,2022-09-29 11:20:00,2022,9,29,3,Thursday,11,20
208,2022-09-29 12:20:00,2022,9,29,3,Thursday,12,20
209,2022-09-29 13:20:00,2022,9,29,3,Thursday,13,20
210,2022-09-29 14:20:00,2022,9,29,3,Thursday,14,20
211,2022-09-29 15:20:00,2022,9,29,3,Thursday,15,20
212,2022-09-29 16:20:00,2022,9,29,3,Thursday,16,20
213,2022-09-29 17:20:00,2022,9,29,3,Thursday,17,20
214,2022-09-29 18:20:00,2022,9,29,3,Thursday,18,20
215,2022-09-29 19:20:00,2022,9,29,3,Thursday,19,20
216,2022-09-29 20:20:00,2022,9,29,3,Thursday,20,20
217,2022-09-29 21:20:00,2022,9,29,3,Thursday,21,20
218,2022-09-29 22:20:00,2022,9,29,3,Thursday,22,20
219,2022-09-29 23:20:00,2022,9,29,3,Thursday,23,20
220,2022-09-30 00:20:00,2022,9,30,4,Friday,0,20
221,2022-09-30 01:20:00,2022,9,30,4,Friday,1,20
222,2022-09-30 02:20:00,2022,9,30,4,Friday,2,20
223,2022-09-30 03:20:00,2022,9,30,4,Friday,3,20
224,2022-09-30 04:20:00,2022,9,30,4,Friday,4,20
225,2022-09-30 05:20:00,2022,9,30,4,Friday,5,20
226,2022-09-30 06:20:00,2022,9,30,4,Friday,6,20
227,2022-09-30 07:20:00,2022,9,30,4,Friday,7,20
228,2022-09-30 08:20:00,2022,9,30,4,Friday,8,20
229,2022-09-30 09:20:00,2022,9,30,4,Friday,9,20
230,2022-09-30 10:20:00,2022,9,30,4,Friday,10,20
231,2022-09-30 11:20:00,2022,9,30,4,Friday,11,20
232,2022-09-30 12:20:00,2022,9,30,4,Friday,12,20
233,2022-09-30 13:20:00,2022,9,30,4,Friday,13,20
234,2022-09-30 14:20:00,2022,9,30,4,Friday,14,20
235,2022-09-30 15:20:00,2022,9,30,4,Friday,15,20
236,2022-09-30 16:20:00,2022,9,30,4,Friday,16,20
237,2022-09-30 17:20:00,2022,9,30,4,Friday,17,20
238,2022-09-30 18:20:00,2022,9,30,4,Friday,18,20
239,2022-09-30 19:20:00,2022,9,30,4,Friday,19,20
240,2022-09-30 20:20:00,2022,9,30,4,Friday,20,20
241,2022-09-30 21:20:00,2022,9,30,4,Friday,21,20
242,2022-09-30 22:20:00,2022,9,30,4,Friday,22,20
243,2022-09-30 23:20:00,2022,9,30,4,Friday,23,20
244,2022-10-01 00:20:00,2022,10,1,5,Saturday,0,20
245,2022-10-01 01:20:00,2022,10,1,5,Saturday,1,20
246,2022-10-01 02:20:00,2022,10,1,5,Saturday,2,20
247,2022-10-01 03:20:00,2022,10,1,5,Saturday,3,20
248,2022-10-01 04:20:00,2022,10,1,5,Saturday,4,20
249,2022-10-01 05:20:00,2022,10,1,5,Saturday,5,20
250,2022-10-01 06:20:00,2022,10,1,5,Saturday,6,20
251,2022-10-01 07:20:00,2022,10,1,5,Saturday,7,20
252,2022-10-01 08:20:00,2022,10,1,5,Saturday,8,20
253,2022-10-01 09:20:00,2022,10,1,5,Saturday,9,20
254,2022-10-01 10:20:00,2022,10,1,5,Saturday,10,20
255,2022-10-01 11:20:00,2022,10,1,5,Saturday,11,20
256,2022-10-01 12:20:00,2022,10,1,5,Saturday,12,20
257,2022-10-01 13:20:00,2022,10,1,5,Saturday,13,20
258,2022-10-01 14:20:00,2022,10,1,5,Saturday,14,20
259,2022-10-01 15:20:00,2022,10,1,5,Saturday,15,20
260,2022-10-01 16:20:00,2022,10,1,5,Saturday,16,20
261,2022-10-01 17:20:00,2022,10,1,5,Saturday,17,20
262,2022-10-01 18:20:00,2022,10,1,5,Saturday,18,20
263,2022-10-01 19:20:00,2022,10,1,5,Saturday,19,20
264,2022-10-01 20:20:00,2022,10,1,5,Saturday,20,20
265,2022-10-01 21:20:00,2022,10,1,5,Saturday,21,20
266,2022-10-01 22:20:00,2022,10,1,5,Saturday,22,20
267,2022-10-01 23:20:00,2022,10,1,5,Saturday,23,20
268,2022-10-02 00:20:00,2022,10,2,6,Sunday,0,20
269,2022-10-02 01:20:00,2022,10,2,6,Sunday,1,20
270,2022-10-02 02:20:00,2022,10,2,6,Sunday,2,20
271,2022-10-02 03:20:00,2022,10,2,6,Sunday,3,20
272,2022-10-02 04:20:00,2022,10,2,6,Sunday,4,20
273,2022-10-02 05:20:00,2022,10,2,6,Sunday,5,20
274,2022-10-02 06:20:00,2022,10,2,6,Sunday,6,20
275,2022-10-02 07:20:00,2022,10,2,6,Sunday,7,20
276,2022-10-02 08:20:00,2022,10,2,6,Sunday,8,20
277,2022-10-02 09:20:00,2022,10,2,6,Sunday,9,20
278,2022-10-02 10:20:00,2022,10,2,6,Sunday,10,20
279,2022-10-02 11:20:00,2022,10,2,6,Sunday,11,20
280,2022-10-02 12:20:00,2022,10,2,6,Sunday,12,20
281,2022-10-02 13:20:00,2022,10,2,6,Sunday,13,20
282,2022-10-02 14:20:00,2022,10,2,6,Sunday,14,20
283,2022-10-02 15:20:00,2022,10,2,6,Sunday,15,20
284,2022-10-02 16:20:00,2022,10,2,6,Sunday,16,20
285,2022-10-02 17:20:00,2022,10,2,6,Sunday,17,20
286,2022-10-02 18:20:00,2022,10,2,6,Sunday,18,20
287,2022-10-02 19:20:00,2022,10,2,6,Sunday,19,20
288,2022-10-02 20:20:00,2022,10,2,6,Sunday,20,20
289,2022-10-02 21:20:00,2022,10,2,6,Sunday,21,20
290,2022-10-02 22:20:00,2022,10,2,6,Sunday,22,20
291,2022-10-02 23:20:00,2022,10,2,6,Sunday,23,20
292,2022-10-03 00:20:00,2022,10,3,0,Monday,0,20
293,2022-10-03 01:20:00,2022,10,3,0,Monday,1,20
294,2022-10-03 02:20:00,2022,10,3,0,Monday,2,20
295,2022-10-03 03:20:00,2022,10,3,0,Monday,3,20
296,2022-10-03 04:20:00,2022,10,3,0,Monday,4,20
297,2022-10-03 05:20:00,2022,10,3,0,Monday,5,20
298,2022-10-03 06:20:00,2022,10,3,0,Monday,6,20
299,2022-10-03 07:20:00,2022,10,3,0,Monday,7,20
300,2022-10-03 08:20:00,2022,10,3,0,Monday,8,20
301,2022-10-03 09:20:00,2022,10,3,0,Monday,9,20
302,2022-10-03 10:20:00,2022,10,3,0,Monday,10,20
303,2022-10-03 11:20:00,2022,10,3,0,Monday,11,20
304,2022-10-03 12:20:00,2022,10,3,0,Monday,12,20
305,2022-10-03 13:20:00,2022,10,3,0,Monday,13,20
306,2022-10-03 14:20:00,2022,10,3,0,Monday,14,20
307,2022-10-03 15:20:00,2022,10,3,0,Monday,15,20
308,2022-10-03 16:20:00,2022,10,3,0,Monday,16,20
309,2022-10-03 17:20:00,2022,10,3,0,Monday,17,20
310,2022-10-03 18:20:00,2022,10,3,0,Monday,18,20
311,2022-10-03 19:20:00,2022,10,3,0,Monday,19,20
312,2022-10-03 20:20:00,2022,10,3,0,Monday,20,20
313,2022-10-03 21:20:00,2022,10,3,0,Monday,21,20
314,2022-10-03 22:20:00,2022,10,3,0,Monday,22,20
315,2022-10-03 23:20:00,2022,10,3,0,Monday,23,20
316,2022-10-04 00:20:00,2022,10,4,1,Tuesday,0,20
317,2022-10-04 01:20:00,2022,10,4,1,Tuesday,1,20
318,2022-10-04 02:20:00,2022,10,4,1,Tuesday,2,20
319,2022-10-04 03:20:00,2022,10,4,1,Tuesday,3,20
320,2022-10-04 04:20:00,2022,10,4,1,Tuesday,4,20
321,2022-10-04 05:20:00,2022,10,4,1,Tuesday,5,20
322,2022-10-04 06:20:00,2022,10,4,1,Tuesday,6,20
323,2022-10-04 07:20:00,2022,10,4,1,Tuesday,7,20
324,2022-10-04 08:20:00,2022,10,4,1,Tuesday,8,20
325,2022-10-04 09:20:00,2022,10,4,1,Tuesday,9,20
326,2022-10-04 10:20:00,2022,10,4,1,Tuesday,10,20
327,2022-10-04 11:20:00,2022,10,4,1,Tuesday,11,20
328,2022-10-04 12:20:00,2022,10,4,1,Tuesday,12,20
329,2022-10-04 13:20:00,2022,10,4,1,Tuesday,13,20
330,2022-10-04 14:20:00,2022,10,4,1,Tuesday,14,20
331,2022-10-04 15:20:00,2022,10,4,1,Tuesday,15,20
332,2022-10-04 16:20:00,2022,10,4,1,Tuesday,16,20
333,2022-10-04 17:20:00,2022,10,4,1,Tuesday,17,20
334,2022-10-04 18:20:00,2022,10,4,1,Tuesday,18,20
335,2022-10-04 19:20:00,2022,10,4,1,Tuesday,19,20
336,2022-10-04 20:20:00,2022,10,4,1,Tuesday,20,20
337,2022-10-04 21:20:00,2022,10,4,1,Tuesday,21,20
338,2022-10-04 22:20:00,2022,10,4,1,Tuesday,22,20
339,2022-10-04 23:20:00,2022,10,4,1,Tuesday,23,20
340,2022-10-05 00:20:00,2022,10,5,2,Wednesday,0,20
341,2022-10-05 01:20:00,2022,10,5,2,Wednesday,1,20
342,2022-10-05 02:20:00,2022,10,5,2,Wednesday,2,20
343,2022-10-05 03:20:00,2022,10,5,2,Wednesday,3,20
344,2022-10-05 04:20:00,2022,10,5,2,Wednesday,4,20
345,2022-10-05 05:20:00,2022,10,5,2,Wednesday,5,20
346,2022-10-05 06:20:00,2022,10,5,2,Wednesday,6,20
347,2022-10-05 07:20:00,2022,10,5,2,Wednesday,7,20
348,2022-10-05 08:20:00,2022,10,5,2,Wednesday,8,20
349,2022-10-05 09:20:00,2022,10,5,2,Wednesday,9,20
350,2022-10-05 10:20:00,2022,10,5,2,Wednesday,10,20
351,2022-10-05 11:20:00,2022,10,5,2,Wednesday,11,20
352,2022-10-05 12:20:00,2022,10,5,2,Wednesday,12,20
353,2022-10-05 13:20:00,2022,10,5,2,Wednesday,13,20
354,2022-10-05 14:20:00,2022,10,5,2,Wednesday,14,20
355,2022-10-05 15:20:00,2022,10,5,2,Wednesday,15,20
356,2022-10-05 16:20:00,2022,10,5,2,Wednesday,16,20
357,2022-10-05 17:20:00,2022,10,5,2,Wednesday,17,20
358,2022-10-05 18:20:00,2022,10,5,2,Wednesday,18,20
359,2022-10-05 19:20:00,2022,10,5,2,Wednesday,19,20
360,2022-10-05 20:20:00,2022,10,5,2,Wednesday,20,20
361,2022-10-05 21:20:00,2022,10,5,2,Wednesday,21,20
362,2022-10-05 22:20:00,2022,10,5,2,Wednesday,22,20
363,2022-10-05 23:20:00,2022,10,5,2,Wednesday,23,20
364,2022-10-06 00:20:00,2022,10,6,3,Thursday,0,20
365,2022-10-06 01:20:00,2022,10,6,3,Thursday,1,20
366,2022-10-06 02:20:00,2022,10,6,3,Thursday,2,20
367,2022-10-06 03:20:00,2022,10,6,3,Thursday,3,20
368,2022-10-06 04:20:00,2022,10,6,3,Thursday,4,20
369,2022-10-06 05:20:00,2022,10,6,3,Thursday,5,20
370,2022-10-06 06:20:00,2022,10,6,3,Thursday,6,20
371,2022-10-06 07:20:00,2022,10,6,3,Thursday,7,20
372,2022-10-06 08:20:00,2022,10,6,3,Thursday,8,20
373,2022-10-06 09:20:00,2022,10,6,3,Thursday,9,20
374,2022-10-06 10:20:00,2022,10,6,3,Thursday,10,20
375,2022-10-06 11:20:00,2022,10,6,3,Thursday,11,20
376,2022-10-06 12:20:00,2022,10,6,3,Thursday,12,20
377,2022-10-06 13:20:00,2022,10,6,3,Thursday,13,20
378,2022-10-06 14:20:00,2022,10,6,3,Thursday,14,20
379,2022-10-06 15:20:00,2022,10,6,3,Thursday,15,20
380,2022-10-06 16:20:00,2022,10,6,3,Thursday,16,20
381,2022-10-06 17:20:00,2022,10,6,3,Thursday,17,20
382,2022-10-06 18:20:00,2022,10,6,3,Thursday,18,20
383,2022-10-06 19:20:00,2022,10,6,3,Thursday,19,20
384,2022-10-06 20:20:00,2022,10,6,3,Thursday,20,20
385,2022-10-06 21:20:00,2022,10,6,3,Thursday,21,20
386,2022-10-06 22:20:00,2022,10,6,3,Thursday,22,20
387,2022-10-06 23:20:00,2022,10,6,3,Thursday,23,20
388,2022-10-07 00:20:00,2022,10,7,4,Friday,0,20
389,2022-10-07 01:20:00,2022,10,7,4,Friday,1,20
390,2022-10-07 02:20:00,2022,10,7,4,Friday,2,20
391,2022-10-07 03:20:00,2022,10,7,4,Friday,3,20
392,2022-10-07 04:20:00,2022,10,7,4,Friday,4,20
393,2022-10-07 05:20:00,2022,10,7,4,Friday,5,20
394,2022-10-07 06:20:00,2022,10,7,4,Friday,6,20
395,2022-10-07 07:20:00,2022,10,7,4,Friday,7,20
396,2022-10-07 08:20:00,2022,10,7,4,Friday,8,20
397,2022-10-07 09:20:00,2022,10,7,4,Friday,9,20
398,2022-10-07 10:20:00,2022,10,7,4,Friday,10,20
399,2022-10-07 11:20:00,2022,10,7,4,Friday,11,20
400,2022-10-07 12:20:00,2022,10,7,4,Friday,12,20
401,2022-10-07 13:20:00,2022,10,7,4,Friday,13,20
402,2022-10-07 14:20:00,2022,10,7,4,Friday,14,20
403,2022-10-07 15:20:00,2022,10,7,4,Friday,15,20
404,2022-10-07 16:20:00,2022,10,7,4,Friday,16,20
405,2022-10-07 17:20:00,2022,10,7,4,Friday,17,20
406,2022-10-07 18:20:00,2022,10,7,4,Friday,18,20
407,2022-10-07 19:20:00,2022,10,7,4,Friday,19,20
408,2022-10-07 20:20:00,2022,10,7,4,Friday,20,20
409,2022-10-07 21:20:00,2022,10,7,4,Friday,21,20
410,2022-10-07 22:20:00,2022,10,7,4,Friday,22,20
411,2022-10-07 23:20:00,2022,10,7,4,Friday,23,20
412,2022-10-08 00:20:00,2022,10,8,5,Saturday,0,20
413,2022-10-08 01:20:00,2022,10,8,5,Saturday,1,20
414,2022-10-08 02:20:00,2022,10,8,5,Saturday,2,20
415,2022-10-08 03:20:00,2022,10,8,5,Saturday,3,20
416,2022-10-08 04:20:00,2022,10,8,5,Saturday,4,20
417,2022-10-08 05:20:00,2022,10,8,5,Saturday,5,20
418,2022-10-08 06:20:00,2022,10,8,5,Saturday,6,20
419,2022-10-08 07:20:00,2022,10,8,5,Saturday,7,20
420,2022-10-08 08:20:00,2022,10,8,5,Saturday,8,20
