,METER_DATE,YEAR,MONTH,DAY,code_day_of_the_week,day_of_the_week,HOUR,MINUTE
88,2022-10-23 06:30:00,2022,10,23,6,Sunday,6,30
89,2022-10-23 07:30:00,2022,10,23,6,Sunday,7,30
90,2022-10-23 08:30:00,2022,10,23,6,Sunday,8,30
91,2022-10-23 09:30:00,2022,10,23,6,Sunday,9,30
92,2022-10-23 10:30:00,2022,10,23,6,Sunday,10,30
93,2022-10-23 11:30:00,2022,10,23,6,Sunday,11,30
94,2022-10-23 12:30:00,2022,10,23,6,Sunday,12,30
95,2022-10-23 13:30:00,2022,10,23,6,Sunday,13,30
96,2022-10-23 14:30:00,2022,10,23,6,Sunday,14,30
97,2022-10-23 15:30:00,2022,10,23,6,Sunday,15,30
98,2022-10-23 16:30:00,2022,10,23,6,Sunday,16,30
99,2022-10-23 17:30:00,2022,10,23,6,Sunday,17,30
100,2022-10-23 18:30:00,2022,10,23,6,Sunday,18,30
101,2022-10-23 19:30:00,2022,10,23,6,Sunday,19,30
102,2022-10-23 20:30:00,2022,10,23,6,Sunday,20,30
103,2022-10-23 21:30:00,2022,10,23,6,Sunday,21,30
104,2022-10-23 22:30:00,2022,10,23,6,Sunday,22,30
105,2022-10-23 23:30:00,2022,10,23,6,Sunday,23,30
106,2022-10-24 00:30:00,2022,10,24,0,Monday,0,30
107,2022-10-24 01:30:00,2022,10,24,0,Monday,1,30
108,2022-10-24 02:30:00,2022,10,24,0,Monday,2,30
109,2022-10-24 03:30:00,2022,10,24,0,Monday,3,30
110,2022-10-24 04:30:00,2022,10,24,0,Monday,4,30
111,2022-10-24 05:30:00,2022,10,24,0,Monday,5,30
112,2022-10-24 06:30:00,2022,10,24,0,Monday,6,30
113,2022-10-24 07:30:00,2022,10,24,0,Monday,7,30
114,2022-10-24 08:30:00,2022,10,24,0,Monday,8,30
115,2022-10-24 09:30:00,2022,10,24,0,Monday,9,30
116,2022-10-24 10:30:00,2022,10,24,0,Monday,10,30
117,2022-10-24 11:30:00,2022,10,24,0,Monday,11,30
118,2022-10-24 12:30:00,2022,10,24,0,Monday,12,30
119,2022-10-24 13:30:00,2022,10,24,0,Monday,13,30
120,2022-10-24 14:30:00,2022,10,24,0,Monday,14,30
121,2022-10-24 15:30:00,2022,10,24,0,Monday,15,30
122,2022-10-24 16:30:00,2022,10,24,0,Monday,16,30
123,2022-10-24 17:30:00,2022,10,24,0,Monday,17,30
124,2022-10-24 18:30:00,2022,10,24,0,Monday,18,30
125,2022-10-24 19:30:00,2022,10,24,0,Monday,19,30
126,2022-10-24 20:30:00,2022,10,24,0,Monday,20,30
127,2022-10-24 21:30:00,2022,10,24,0,Monday,21,30
128,2022-10-24 22:30:00,2022,10,24,0,Monday,22,30
129,2022-10-24 23:30:00,2022,10,24,0,Monday,23,30
130,2022-10-25 00:30:00,2022,10,25,1,Tuesday,0,30
131,2022-10-25 01:30:00,2022,10,25,1,Tuesday,1,30
132,2022-10-25 02:30:00,2022,10,25,1,Tuesday,2,30
133,2022-10-25 03:30:00,2022,10,25,1,Tuesday,3,30
134,2022-10-25 04:30:00,2022,10,25,1,Tuesday,4,30
135,2022-10-25 05:30:00,2022,10,25,1,Tuesday,5,30
136,2022-10-25 06:30:00,2022,10,25,1,Tuesday,6,30
137,2022-10-25 07:30:00,2022,10,25,1,Tuesday,7,30
138,2022-10-25 08:30:00,2022,10,25,1,Tuesday,8,30
139,2022-10-25 09:30:00,2022,10,25,1,Tuesday,9,30
140,2022-10-25 10:30:00,2022,10,25,1,Tuesday,10,30
141,2022-10-25 11:30:00,2022,10,25,1,Tuesday,11,30
142,2022-10-25 12:30:00,2022,10,25,1,Tuesday,12,30
143,2022-10-25 13:30:00,2022,10,25,1,Tuesday,13,30
144,2022-10-25 14:30:00,2022,10,25,1,Tuesday,14,30
145,2022-10-25 15:30:00,2022,10,25,1,Tuesday,15,30
146,2022-10-25 16:30:00,2022,10,25,1,Tuesday,16,30
147,2022-10-25 17:30:00,2022,10,25,1,Tuesday,17,30
148,2022-10-25 18:30:00,2022,10,25,1,Tuesday,18,30
149,2022-10-25 19:30:00,2022,10,25,1,Tuesday,19,30
150,2022-10-25 20:30:00,2022,10,25,1,Tuesday,20,30
151,2022-10-25 21:30:00,2022,10,25,1,Tuesday,21,30
152,2022-10-25 22:30:00,2022,10,25,1,Tuesday,22,30
153,2022-10-25 23:30:00,2022,10,25,1,Tuesday,23,30
154,2022-10-26 00:30:00,2022,10,26,2,Wednesday,0,30
155,2022-10-26 01:30:00,2022,10,26,2,Wednesday,1,30
156,2022-10-26 02:30:00,2022,10,26,2,Wednesday,2,30
157,2022-10-26 03:30:00,2022,10,26,2,Wednesday,3,30
158,2022-10-26 04:30:00,2022,10,26,2,Wednesday,4,30
159,2022-10-26 05:30:00,2022,10,26,2,Wednesday,5,30
160,2022-10-26 06:30:00,2022,10,26,2,Wednesday,6,30
161,2022-10-26 07:30:00,2022,10,26,2,Wednesday,7,30
162,2022-10-26 08:30:00,2022,10,26,2,Wednesday,8,30
163,2022-10-26 09:30:00,2022,10,26,2,Wednesday,9,30
164,2022-10-26 10:30:00,2022,10,26,2,Wednesday,10,30
165,2022-10-26 11:30:00,2022,10,26,2,Wednesday,11,30
166,2022-10-26 12:30:00,2022,10,26,2,Wednesday,12,30
167,2022-10-26 13:30:00,2022,10,26,2,Wednesday,13,30
168,2022-10-26 14:30:00,2022,10,26,2,Wednesday,14,30
169,2022-10-26 15:30:00,2022,10,26,2,Wednesday,15,30
170,2022-10-26 16:30:00,2022,10,26,2,Wednesday,16,30
171,2022-10-26 17:30:00,2022,10,26,2,Wednesday,17,30
172,2022-10-26 18:30:00,2022,10,26,2,Wednesday,18,30
173,2022-10-26 19:30:00,2022,10,26,2,Wednesday,19,30
174,2022-10-26 20:30:00,2022,10,26,2,Wednesday,20,30
175,2022-10-26 21:30:00,2022,10,26,2,Wednesday,21,30
176,2022-10-26 22:30:00,2022,10,26,2,Wednesday,22,30
177,2022-10-26 23:30:00,2022,10,26,2,Wednesday,23,30
178,2022-10-27 00:30:00,2022,10,27,3,Thursday,0,30
179,2022-10-27 01:30:00,2022,10,27,3,Thursday,1,30
180,2022-10-27 02:30:00,2022,10,27,3,Thursday,2,30
181,2022-10-27 03:30:00,2022,10,27,3,Thursday,3,30
182,2022-10-27 04:30:00,2022,10,27,3,Thursday,4,30
183,2022-10-27 05:30:00,2022,10,27,3,Thursday,5,30
184,2022-10-27 06:30:00,2022,10,27,3,Thursday,6,30
185,2022-10-27 07:30:00,2022,10,27,3,Thursday,7,30
186,2022-10-27 08:30:00,2022,10,27,3,Thursday,8,30
187,2022-10-27 09:30:00,2022,10,27,3,Thursday,9,30
188,2022-10-27 10:30:00,2022,10,27,3,Thursday,10,30
189,2022-10-27 11:30:00,2022,10,27,3,Thursday,11,30
190,2022-10-27 12:30:00,2022,10,27,3,Thursday,12,30
191,2022-10-27 13:30:00,2022,10,27,3,Thursday,13,30
192,2022-10-27 14:30:00,2022,10,27,3,Thursday,14,30
193,2022-10-27 15:30:00,2022,10,27,3,Thursday,15,30
194,2022-10-27 16:30:00,2022,10,27,3,Thursday,16,30
195,2022-10-27 17:30:00,2022,10,27,3,Thursday,17,30
196,2022-10-27 18:30:00,2022,10,27,3,Thursday,18,30
197,2022-10-27 19:30:00,2022,10,27,3,Thursday,19,30
198,2022-10-27 20:30:00,2022,10,27,3,Thursday,20,30
199,2022-10-27 21:30:00,2022,10,27,3,Thursday,21,30
200,2022-10-27 22:30:00,2022,10,27,3,Thursday,22,30
201,2022-10-27 23:30:00,2022,10,27,3,Thursday,23,30
202,2022-10-28 00:30:00,2022,10,28,4,Friday,0,30
203,2022-10-28 01:30:00,2022,10,28,4,Friday,1,30
204,2022-10-28 02:30:00,2022,10,28,4,Friday,2,30
205,2022-10-28 03:30:00,2022,10,28,4,Friday,3,30
206,2022-10-28 04:30:00,2022,10,28,4,Friday,4,30
207,2022-10-28 05:30:00,2022,10,28,4,Friday,5,30
208,2022-10-28 06:30:00,2022,10,28,4,Friday,6,30
209,2022-10-28 07:30:00,2022,10,28,4,Friday,7,30
210,2022-10-28 08:30:00,2022,10,28,4,Friday,8,30
211,2022-10-28 09:30:00,2022,10,28,4,Friday,9,30
212,2022-10-28 10:30:00,2022,10,28,4,Friday,10,30
213,2022-10-28 11:30:00,2022,10,28,4,Friday,11,30
214,2022-10-28 12:30:00,2022,10,28,4,Friday,12,30
215,2022-10-28 13:30:00,2022,10,28,4,Friday,13,30
216,2022-10-28 14:30:00,2022,10,28,4,Friday,14,30
217,2022-10-28 15:30:00,2022,10,28,4,Friday,15,30
218,2022-10-28 16:30:00,2022,10,28,4,Friday,16,30
219,2022-10-28 17:30:00,2022,10,28,4,Friday,17,30
220,2022-10-28 18:30:00,2022,10,28,4,Friday,18,30
221,2022-10-28 19:30:00,2022,10,28,4,Friday,19,30
222,2022-10-28 20:30:00,2022,10,28,4,Friday,20,30
223,2022-10-28 21:30:00,2022,10,28,4,Friday,21,30
224,2022-10-28 22:30:00,2022,10,28,4,Friday,22,30
225,2022-10-28 23:30:00,2022,10,28,4,Friday,23,30
226,2022-10-29 00:30:00,2022,10,29,5,Saturday,0,30
227,2022-10-29 01:30:00,2022,10,29,5,Saturday,1,30
228,2022-10-29 02:30:00,2022,10,29,5,Saturday,2,30
229,2022-10-29 03:30:00,2022,10,29,5,Saturday,3,30
230,2022-10-29 04:30:00,2022,10,29,5,Saturday,4,30
231,2022-10-29 05:30:00,2022,10,29,5,Saturday,5,30
232,2022-10-29 06:30:00,2022,10,29,5,Saturday,6,30
233,2022-10-29 07:30:00,2022,10,29,5,Saturday,7,30
234,2022-10-29 08:30:00,2022,10,29,5,Saturday,8,30
235,2022-10-29 09:30:00,2022,10,29,5,Saturday,9,30
236,2022-10-29 10:30:00,2022,10,29,5,Saturday,10,30
237,2022-10-29 11:30:00,2022,10,29,5,Saturday,11,30
238,2022-10-29 12:30:00,2022,10,29,5,Saturday,12,30
239,2022-10-29 13:30:00,2022,10,29,5,Saturday,13,30
240,2022-10-29 14:30:00,2022,10,29,5,Saturday,14,30
241,2022-10-29 15:30:00,2022,10,29,5,Saturday,15,30
242,2022-10-29 16:30:00,2022,10,29,5,Saturday,16,30
243,2022-10-29 17:30:00,2022,10,29,5,Saturday,17,30
244,2022-10-29 18:30:00,2022,10,29,5,Saturday,18,30
245,2022-10-29 19:30:00,2022,10,29,5,Saturday,19,30
246,2022-10-29 20:30:00,2022,10,29,5,Saturday,20,30
247,2022-10-29 21:30:00,2022,10,29,5,Saturday,21,30
248,2022-10-29 22:30:00,2022,10,29,5,Saturday,22,30
249,2022-10-29 23:30:00,2022,10,29,5,Saturday,23,30
250,2022-10-30 00:30:00,2022,10,30,6,Sunday,0,30
251,2022-10-30 01:30:00,2022,10,30,6,Sunday,1,30
252,2022-10-30 02:30:00,2022,10,30,6,Sunday,2,30
253,2022-10-30 03:30:00,2022,10,30,6,Sunday,3,30
254,2022-10-30 04:30:00,2022,10,30,6,Sunday,4,30
255,2022-10-30 05:30:00,2022,10,30,6,Sunday,5,30
256,2022-10-30 06:30:00,2022,10,30,6,Sunday,6,30
257,2022-10-30 07:30:00,2022,10,30,6,Sunday,7,30
258,2022-10-30 08:30:00,2022,10,30,6,Sunday,8,30
259,2022-10-30 09:30:00,2022,10,30,6,Sunday,9,30
260,2022-10-30 10:30:00,2022,10,30,6,Sunday,10,30
261,2022-10-30 11:30:00,2022,10,30,6,Sunday,11,30
262,2022-10-30 12:30:00,2022,10,30,6,Sunday,12,30
263,2022-10-30 13:30:00,2022,10,30,6,Sunday,13,30
264,2022-10-30 14:30:00,2022,10,30,6,Sunday,14,30
265,2022-10-30 15:30:00,2022,10,30,6,Sunday,15,30
266,2022-10-30 16:30:00,2022,10,30,6,Sunday,16,30
267,2022-10-30 17:30:00,2022,10,30,6,Sunday,17,30
268,2022-10-30 18:30:00,2022,10,30,6,Sunday,18,30
269,2022-10-30 19:30:00,2022,10,30,6,Sunday,19,30
270,2022-10-30 20:30:00,2022,10,30,6,Sunday,20,30
271,2022-10-30 21:30:00,2022,10,30,6,Sunday,21,30
272,2022-10-30 22:30:00,2022,10,30,6,Sunday,22,30
273,2022-10-30 23:30:00,2022,10,30,6,Sunday,23,30
274,2022-10-31 00:30:00,2022,10,31,0,Monday,0,30
275,2022-10-31 01:30:00,2022,10,31,0,Monday,1,30
276,2022-10-31 02:30:00,2022,10,31,0,Monday,2,30
277,2022-10-31 03:30:00,2022,10,31,0,Monday,3,30
278,2022-10-31 04:30:00,2022,10,31,0,Monday,4,30
279,2022-10-31 05:30:00,2022,10,31,0,Monday,5,30
280,2022-10-31 06:30:00,2022,10,31,0,Monday,6,30
281,2022-10-31 07:30:00,2022,10,31,0,Monday,7,30
282,2022-10-31 08:30:00,2022,10,31,0,Monday,8,30
283,2022-10-31 09:30:00,2022,10,31,0,Monday,9,30
284,2022-10-31 10:30:00,2022,10,31,0,Monday,10,30
285,2022-10-31 11:30:00,2022,10,31,0,Monday,11,30
286,2022-10-31 12:30:00,2022,10,31,0,Monday,12,30
287,2022-10-31 13:30:00,2022,10,31,0,Monday,13,30
288,2022-10-31 14:30:00,2022,10,31,0,Monday,14,30
289,2022-10-31 15:30:00,2022,10,31,0,Monday,15,30
290,2022-10-31 16:30:00,2022,10,31,0,Monday,16,30
291,2022-10-31 17:30:00,2022,10,31,0,Monday,17,30
292,2022-10-31 18:30:00,2022,10,31,0,Monday,18,30
293,2022-10-31 19:30:00,2022,10,31,0,Monday,19,30
294,2022-10-31 20:30:00,2022,10,31,0,Monday,20,30
295,2022-10-31 21:30:00,2022,10,31,0,Monday,21,30
296,2022-10-31 22:30:00,2022,10,31,0,Monday,22,30
297,2022-10-31 23:30:00,2022,10,31,0,Monday,23,30
298,2022-11-01 00:30:00,2022,11,1,1,Tuesday,0,30
299,2022-11-01 01:30:00,2022,11,1,1,Tuesday,1,30
300,2022-11-01 02:30:00,2022,11,1,1,Tuesday,2,30
301,2022-11-01 03:30:00,2022,11,1,1,Tuesday,3,30
302,2022-11-01 04:30:00,2022,11,1,1,Tuesday,4,30
303,2022-11-01 05:30:00,2022,11,1,1,Tuesday,5,30
304,2022-11-01 06:30:00,2022,11,1,1,Tuesday,6,30
305,2022-11-01 07:30:00,2022,11,1,1,Tuesday,7,30
306,2022-11-01 08:30:00,2022,11,1,1,Tuesday,8,30
307,2022-11-01 09:30:00,2022,11,1,1,Tuesday,9,30
308,2022-11-01 10:30:00,2022,11,1,1,Tuesday,10,30
309,2022-11-01 11:30:00,2022,11,1,1,Tuesday,11,30
310,2022-11-01 12:30:00,2022,11,1,1,Tuesday,12,30
311,2022-11-01 13:30:00,2022,11,1,1,Tuesday,13,30
312,2022-11-01 14:30:00,2022,11,1,1,Tuesday,14,30
313,2022-11-01 15:30:00,2022,11,1,1,Tuesday,15,30
314,2022-11-01 16:30:00,2022,11,1,1,Tuesday,16,30
315,2022-11-01 17:30:00,2022,11,1,1,Tuesday,17,30
316,2022-11-01 18:30:00,2022,11,1,1,Tuesday,18,30
317,2022-11-01 19:30:00,2022,11,1,1,Tuesday,19,30
318,2022-11-01 20:30:00,2022,11,1,1,Tuesday,20,30
319,2022-11-01 21:30:00,2022,11,1,1,Tuesday,21,30
320,2022-11-01 22:30:00,2022,11,1,1,Tuesday,22,30
321,2022-11-01 23:30:00,2022,11,1,1,Tuesday,23,30
322,2022-11-02 00:30:00,2022,11,2,2,Wednesday,0,30
323,2022-11-02 01:30:00,2022,11,2,2,Wednesday,1,30
324,2022-11-02 02:30:00,2022,11,2,2,Wednesday,2,30
325,2022-11-02 03:30:00,2022,11,2,2,Wednesday,3,30
326,2022-11-02 04:30:00,2022,11,2,2,Wednesday,4,30
327,2022-11-02 05:30:00,2022,11,2,2,Wednesday,5,30
328,2022-11-02 06:30:00,2022,11,2,2,Wednesday,6,30
329,2022-11-02 07:30:00,2022,11,2,2,Wednesday,7,30
330,2022-11-02 08:30:00,2022,11,2,2,Wednesday,8,30
331,2022-11-02 09:30:00,2022,11,2,2,Wednesday,9,30
332,2022-11-02 10:30:00,2022,11,2,2,Wednesday,10,30
333,2022-11-02 11:30:00,2022,11,2,2,Wednesday,11,30
334,2022-11-02 12:30:00,2022,11,2,2,Wednesday,12,30
335,2022-11-02 13:30:00,2022,11,2,2,Wednesday,13,30
336,2022-11-02 14:30:00,2022,11,2,2,Wednesday,14,30
337,2022-11-02 15:30:00,2022,11,2,2,Wednesday,15,30
338,2022-11-02 16:30:00,2022,11,2,2,Wednesday,16,30
339,2022-11-02 17:30:00,2022,11,2,2,Wednesday,17,30
340,2022-11-02 18:30:00,2022,11,2,2,Wednesday,18,30
341,2022-11-02 19:30:00,2022,11,2,2,Wednesday,19,30
342,2022-11-02 20:30:00,2022,11,2,2,Wednesday,20,30
343,2022-11-02 21:30:00,2022,11,2,2,Wednesday,21,30
344,2022-11-02 22:30:00,2022,11,2,2,Wednesday,22,30
345,2022-11-02 23:30:00,2022,11,2,2,Wednesday,23,30
346,2022-11-03 00:30:00,2022,11,3,3,Thursday,0,30
347,2022-11-03 01:30:00,2022,11,3,3,Thursday,1,30
348,2022-11-03 02:30:00,2022,11,3,3,Thursday,2,30
349,2022-11-03 03:30:00,2022,11,3,3,Thursday,3,30
350,2022-11-03 04:30:00,2022,11,3,3,Thursday,4,30
351,2022-11-03 05:30:00,2022,11,3,3,Thursday,5,30
352,2022-11-03 06:30:00,2022,11,3,3,Thursday,6,30
353,2022-11-03 07:30:00,2022,11,3,3,Thursday,7,30
354,2022-11-03 08:30:00,2022,11,3,3,Thursday,8,30
355,2022-11-03 09:30:00,2022,11,3,3,Thursday,9,30
356,2022-11-03 10:30:00,2022,11,3,3,Thursday,10,30
357,2022-11-03 11:30:00,2022,11,3,3,Thursday,11,30
358,2022-11-03 12:30:00,2022,11,3,3,Thursday,12,30
359,2022-11-03 13:30:00,2022,11,3,3,Thursday,13,30
360,2022-11-03 14:30:00,2022,11,3,3,Thursday,14,30
361,2022-11-03 15:30:00,2022,11,3,3,Thursday,15,30
362,2022-11-03 16:30:00,2022,11,3,3,Thursday,16,30
363,2022-11-03 17:30:00,2022,11,3,3,Thursday,17,30
364,2022-11-03 18:30:00,2022,11,3,3,Thursday,18,30
365,2022-11-03 19:30:00,2022,11,3,3,Thursday,19,30
366,2022-11-03 20:30:00,2022,11,3,3,Thursday,20,30
367,2022-11-03 21:30:00,2022,11,3,3,Thursday,21,30
368,2022-11-03 22:30:00,2022,11,3,3,Thursday,22,30
369,2022-11-03 23:30:00,2022,11,3,3,Thursday,23,30
370,2022-11-04 00:30:00,2022,11,4,4,Friday,0,30
371,2022-11-04 01:30:00,2022,11,4,4,Friday,1,30
372,2022-11-04 02:30:00,2022,11,4,4,Friday,2,30
373,2022-11-04 03:30:00,2022,11,4,4,Friday,3,30
374,2022-11-04 04:30:00,2022,11,4,4,Friday,4,30
375,2022-11-04 05:30:00,2022,11,4,4,Friday,5,30
376,2022-11-04 06:30:00,2022,11,4,4,Friday,6,30
377,2022-11-04 07:30:00,2022,11,4,4,Friday,7,30
378,2022-11-04 08:30:00,2022,11,4,4,Friday,8,30
379,2022-11-04 09:30:00,2022,11,4,4,Friday,9,30
380,2022-11-04 10:30:00,2022,11,4,4,Friday,10,30
381,2022-11-04 11:30:00,2022,11,4,4,Friday,11,30
382,2022-11-04 12:30:00,2022,11,4,4,Friday,12,30
383,2022-11-04 13:30:00,2022,11,4,4,Friday,13,30
384,2022-11-04 14:30:00,2022,11,4,4,Friday,14,30
385,2022-11-04 15:30:00,2022,11,4,4,Friday,15,30
386,2022-11-04 16:30:00,2022,11,4,4,Friday,16,30
387,2022-11-04 17:30:00,2022,11,4,4,Friday,17,30
388,2022-11-04 18:30:00,2022,11,4,4,Friday,18,30
389,2022-11-04 19:30:00,2022,11,4,4,Friday,19,30
390,2022-11-04 20:30:00,2022,11,4,4,Friday,20,30
391,2022-11-04 21:30:00,2022,11,4,4,Friday,21,30
392,2022-11-04 22:30:00,2022,11,4,4,Friday,22,30
393,2022-11-04 23:30:00,2022,11,4,4,Friday,23,30
394,2022-11-05 00:30:00,2022,11,5,5,Saturday,0,30
395,2022-11-05 01:30:00,2022,11,5,5,Saturday,1,30
396,2022-11-05 02:30:00,2022,11,5,5,Saturday,2,30
397,2022-11-05 03:30:00,2022,11,5,5,Saturday,3,30
398,2022-11-05 04:30:00,2022,11,5,5,Saturday,4,30
399,2022-11-05 05:30:00,2022,11,5,5,Saturday,5,30
400,2022-11-05 06:30:00,2022,11,5,5,Saturday,6,30
401,2022-11-05 07:30:00,2022,11,5,5,Saturday,7,30
402,2022-11-05 08:30:00,2022,11,5,5,Saturday,8,30
403,2022-11-05 09:30:00,2022,11,5,5,Saturday,9,30
404,2022-11-05 10:30:00,2022,11,5,5,Saturday,10,30
405,2022-11-05 11:30:00,2022,11,5,5,Saturday,11,30
406,2022-11-05 12:30:00,2022,11,5,5,Saturday,12,30
407,2022-11-05 13:30:00,2022,11,5,5,Saturday,13,30
408,2022-11-05 14:30:00,2022,11,5,5,Saturday,14,30
409,2022-11-05 15:30:00,2022,11,5,5,Saturday,15,30
410,2022-11-05 16:30:00,2022,11,5,5,Saturday,16,30
411,2022-11-05 17:30:00,2022,11,5,5,Saturday,17,30
412,2022-11-05 18:30:00,2022,11,5,5,Saturday,18,30
413,2022-11-05 19:30:00,2022,11,5,5,Saturday,19,30
414,2022-11-05 20:30:00,2022,11,5,5,Saturday,20,30
415,2022-11-05 21:30:00,2022,11,5,5,Saturday,21,30
416,2022-11-05 22:30:00,2022,11,5,5,Saturday,22,30
417,2022-11-05 23:30:00,2022,11,5,5,Saturday,23,30
418,2022-11-06 00:30:00,2022,11,6,6,Sunday,0,30
419,2022-11-06 01:30:00,2022,11,6,6,Sunday,1,30
420,2022-11-06 02:30:00,2022,11,6,6,Sunday,2,30
